NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,611
total mean error: ,32.7612,2.65731
mean error:, x , y , z 
,15.3416,6.37438,76.5676
max error:, x, y, z 
,42.6552,17.7038,153.034
mean loop time: , 10.6287
max loop time: , 36
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,613
total mean error: ,32.2075,2.6124
mean error:, x , y , z 
,11.2169,7.77863,77.627
max error:, x, y, z 
,23.7378,22.1184,159.037
mean loop time: , 10.6818
max loop time: , 30
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,608
total mean error: ,33.382,2.70767
mean error:, x , y , z 
,13.1291,6.86019,80.1568
max error:, x, y, z 
,35.3621,14.8727,156.846
mean loop time: , 10.5831
max loop time: , 35
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,611
total mean error: ,37.6239,3.05173
mean error:, x , y , z 
,14.1496,7.20924,91.5129
max error:, x, y, z 
,28.9632,17.4533,169.861
mean loop time: , 10.6891
max loop time: , 34
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,611
total mean error: ,33.0553,2.68117
mean error:, x , y , z 
,12.8092,8.32362,78.0332
max error:, x, y, z 
,33.2743,22.0947,167.682
mean loop time: , 10.4164
max loop time: , 30
min loop time: , 7
END OF TEST RESULTS 

