NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,614
total mean error: ,34.6077,2.80708
mean error:, x , y , z 
,13.5703,6.19563,84.0571
max error:, x, y, z 
,30.8518,13.9683,152.079
mean loop time: , 11.342
max loop time: , 37
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,611
total mean error: ,33.3029,2.70125
mean error:, x , y , z 
,14.6165,6.91756,78.3748
max error:, x, y, z 
,39.2324,19.0727,163.684
mean loop time: , 10.7714
max loop time: , 32
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,617
total mean error: ,35.0554,2.8434
mean error:, x , y , z 
,14.4609,8.45099,82.2544
max error:, x, y, z 
,41.5743,20.3778,157.832
mean loop time: , 10.919
max loop time: , 41
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,616
total mean error: ,36.2049,2.93664
mean error:, x , y , z 
,13.9635,9.43105,85.2203
max error:, x, y, z 
,33.4915,23.036,187.356
mean loop time: , 10.1398
max loop time: , 33
min loop time: , 6
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,612
total mean error: ,34.6486,2.8104
mean error:, x , y , z 
,12.6519,6.62954,84.6642
max error:, x, y, z 
,30.1811,15.0993,180.029
mean loop time: , 9.0185
max loop time: , 24
min loop time: , 6
END OF TEST RESULTS 

