NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,71
total mean error: ,3.64501,0.295653
mean error:, x , y , z 
,3.30989,1.3226,6.30255
max error:, x, y, z 
,5.94316,2.21322,11.6629
mean loop time: , 11.0463
max loop time: , 56
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,72
total mean error: ,3.99636,0.324151
mean error:, x , y , z 
,3.74555,1.50967,6.73388
max error:, x, y, z 
,6.70694,2.66922,12.3929
mean loop time: , 11.05
max loop time: , 56
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,70
total mean error: ,3.60132,0.292108
mean error:, x , y , z 
,3.84708,1.39422,5.56264
max error:, x, y, z 
,6.37897,2.36115,10.6187
mean loop time: , 10.8302
max loop time: , 25
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,72
total mean error: ,3.82968,0.310631
mean error:, x , y , z 
,4.02997,1.61889,5.84018
max error:, x, y, z 
,7.00404,3.25072,10.7625
mean loop time: , 11.0154
max loop time: , 56
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,71
total mean error: ,3.69838,0.299982
mean error:, x , y , z 
,3.38018,1.85084,5.86413
max error:, x, y, z 
,5.90546,3.16009,10.868
mean loop time: , 10.9546
max loop time: , 56
min loop time: , 7
END OF TEST RESULTS 

