NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,387
total mean error: ,16.511,1.33923
mean error:, x , y , z 
,9.92527,6.73988,32.8679
max error:, x, y, z 
,20.6002,20.2065,66.2013
mean loop time: , 11.9806
max loop time: , 41
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,385
total mean error: ,16.8604,1.36757
mean error:, x , y , z 
,11.0926,8.01978,31.4687
max error:, x, y, z 
,21.4253,24.4615,65.826
mean loop time: , 11.8813
max loop time: , 46
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,389
total mean error: ,17.5983,1.42742
mean error:, x , y , z 
,11.5994,6.27149,34.9239
max error:, x, y, z 
,21.7755,13.6617,65.5481
mean loop time: , 11.9309
max loop time: , 37
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,388
total mean error: ,17.7944,1.44333
mean error:, x , y , z 
,6.73496,7.59736,39.0508
max error:, x, y, z 
,12.6993,22.178,81.7971
mean loop time: , 11.9317
max loop time: , 41
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,0
Tracking type, 0
Detector type, 1
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,389
total mean error: ,16.9644,1.37601
mean error:, x , y , z 
,8.65305,6.89058,35.3497
max error:, x, y, z 
,16.7301,20.4389,70.0021
mean loop time: , 11.898
max loop time: , 38
min loop time: , 7
END OF TEST RESULTS 

