NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,110
total mean error: ,8.15271,0.661279
mean error:, x , y , z 
,5.24802,1.98272,17.2274
max error:, x, y, z 
,8.8497,4.06194,33.7045
mean loop time: , 9.94732
max loop time: , 41
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,109
total mean error: ,9.09958,0.738081
mean error:, x , y , z 
,4.04132,2.23329,21.0241
max error:, x, y, z 
,7.03187,4.17734,41.5214
mean loop time: , 9.93824
max loop time: , 33
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,110
total mean error: ,7.71534,0.625804
mean error:, x , y , z 
,4.47084,1.60403,17.0712
max error:, x, y, z 
,7.74173,2.71754,33.5451
mean loop time: , 9.87466
max loop time: , 39
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,110
total mean error: ,9.04577,0.733717
mean error:, x , y , z 
,5.91212,2.46811,18.7571
max error:, x, y, z 
,10.1434,4.88252,36.8618
mean loop time: , 9.79746
max loop time: , 47
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 1
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,110
total mean error: ,7.76421,0.629767
mean error:, x , y , z 
,5.51534,2.48582,15.2915
max error:, x, y, z 
,9.4725,4.58801,31.5258
mean loop time: , 10.0018
max loop time: , 34
min loop time: , 7
END OF TEST RESULTS 

