NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,71
total mean error: ,3.99469,0.324016
mean error:, x , y , z 
,3.61222,1.1201,7.25176
max error:, x, y, z 
,5.94527,1.89597,13.2919
mean loop time: , 9.09083
max loop time: , 86
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,71
total mean error: ,3.93143,0.318885
mean error:, x , y , z 
,3.03869,1.70426,7.05134
max error:, x, y, z 
,5.59258,3.11919,12.9155
mean loop time: , 9.18074
max loop time: , 133
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,72
total mean error: ,3.32461,0.269664
mean error:, x , y , z 
,2.77376,1.33133,5.86873
max error:, x, y, z 
,4.90954,2.65983,9.93768
mean loop time: , 9.16894
max loop time: , 129
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,71
total mean error: ,3.73384,0.302858
mean error:, x , y , z 
,3.68309,1.09027,6.42818
max error:, x, y, z 
,6.22886,2.0218,11.4335
mean loop time: , 9.48047
max loop time: , 155
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 400
Loop closing?, 0

Number of generated keyframes,71
total mean error: ,4.04636,0.328207
mean error:, x , y , z 
,3.35524,1.97867,6.80518
max error:, x, y, z 
,5.91796,4.17249,12.5091
mean loop time: , 11.0908
max loop time: , 57
min loop time: , 7
END OF TEST RESULTS 

