NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,109
total mean error: ,8.28795,0.672248
mean error:, x , y , z 
,5.21296,2.42762,17.2233
max error:, x, y, z 
,8.87912,4.53161,34.3427
mean loop time: , 10.4223
max loop time: , 35
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,108
total mean error: ,7.97051,0.6465
mean error:, x , y , z 
,4.21345,1.80073,17.8973
max error:, x, y, z 
,7.18398,3.35137,34.6197
mean loop time: , 9.61217
max loop time: , 33
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,111
total mean error: ,8.18814,0.664153
mean error:, x , y , z 
,5.00135,1.31684,18.2462
max error:, x, y, z 
,8.51677,2.64248,35.5192
mean loop time: , 9.81926
max loop time: , 43
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,111
total mean error: ,8.98412,0.728716
mean error:, x , y , z 
,5.91102,2.02127,19.0201
max error:, x, y, z 
,9.79983,3.53294,34.8111
mean loop time: , 9.71662
max loop time: , 39
min loop time: , 7
END OF TEST RESULTS 

NEW TEST:, sequence number: ,7
Tracking type, 0
Detector type, 0
Number of detected features, 150
Loop closing?, 0

Number of generated keyframes,109
total mean error: ,8.1965,0.664831
mean error:, x , y , z 
,4.24366,1.6296,18.7162
max error:, x, y, z 
,7.37608,2.86935,36.1155
mean loop time: , 9.76476
max loop time: , 34
min loop time: , 7
END OF TEST RESULTS 

